Δx_g (m),Δx_d (m),Δx_avant (m),V_g (km/h),V_d (km/h)
0.16940543055534363,0.6694536209106445,6.360551357269287,2.7499759048223495,2.7499759048223495
0.16940543055534363,0.6694536209106445,inf,2.7499759048223495,2.7499759048223495
inf,0.6694536209106445,inf,inf,inf
inf,0.6827571988105774,inf,inf,inf
inf,0.6827571988105774,1.7533843517303467,inf,inf
inf,0.6827571988105774,1.7533843517303467,inf,inf
inf,0.6874602437019348,1.7533843517303467,inf,inf
inf,0.6874602437019348,1.7533843517303467,i0.835733inf,0.6894790530204773,1.7533843517303467,inf,inf
inf,0.6894790530204773,1.626052737236023,inf,inf
inf,0.6894790530204773,1.626052737236023,inf,inf
inf,0.7026277780532837,1.626052737236023,inf,inf
inf,0.7026277780532837,1.626052737236023,inf,inf
inf,0.7026277780532837,1.626052737236023,inf,inf
inf,0.7026277780532837,1.5633124113082886,inf,inf
0.16386184096336365,0.7026277780532837,1.5633124113082886,2.73061703145504,2.73061703145504
0.16386184096336365,0.6826902627944946,1.5633124113082886,2.7405857890844345,2.7405857890844345
0.16386184096336365,0.6826902627944946,5.022005558013916,2.7405857890844345,2.7405857890844345
0.16386184096336365,0.6826902627944946,5.022005558013916,2.7405857890844345,2.7405857890844345
0.16386184096336365,0.6725791692733765,5.022005558013916,2.7456413358449936,2.7456413358449936
0.3412703275680542,0.6725791692733765,5.022005558013916,2.834345579147339,2.834345579147339
0.3412703275680542,0.6725791692733765,5.022005558013916,2.834345579147339,2.834345579147339
0.3412703275680542,0.6725791692733765,5.623351097106934,2.834345579147339,2.834345579147339
0.3412703275680542,0.6725791692733765,5.623351097106934,2.834345579147339,2.834345579147339
0.3412703275680542,0.6562473773956299,5.623351097106934,2.842511475086212,2.842511475086212
0.18014222383499146,0.6562473773956299,5.623351097106934,2.761947423219681,2.761947423219681
0.18014222383499146,0.6562473773956299,5.623351097106934,2.761947423219681,2.761947423219681
0.18014222383499146,0.6562473773956299,5.507402420043945,2.761947423219681,2.761947423219681
0.17111997306346893,0.6562473773956299,5.507402420043945,2.7574362978339195,2.7574362978339195
0.17111997306346893,0.6416998505592346,5.507402420043945,2.764710061252117,2.764710061252117
0.17111997306346893,0.6416998505592346,4.732058525085449,2.764710061252117,2.764710061252117
0.17111997306346893,0.6416998505592346,4.732058525085449,2.764710061252117,2.764710061252117
0.17111997306346893,0.6605215668678284,4.732058525085449,2.7552992030978203,2.7552992030978203
0.17163392901420593,0.6605215668678284,4.732058525085449,2.755556181073189,2.755556181073189
0.17163392901420593,0.6605215668678284,4.732058525085449,2.755556181073189,2.755556181073189
0.17163392901420593,0.6605215668678284,4.489999771118164,2.755556181073189,2.755556181073189
0.17163392901420593,0.6605215668678284,4.489999771118164,2.755556181073189,2.755556181073189
0.17163392901420593,0.6524285674095154,4.489999771118164,2.7596026808023453,2.7596026808023453
0.16191720962524414,0.6524285674095154,4.489999771118164,2.7547443211078644,2.7547443211078644
0.16191720962524414,0.6524285674095154,4.489999771118164,2.7547443211078644,2.7547443211078644
0.16191720962524414,0.6524285674095154,4.707159519195557,2.7547443211078644,2.7547443211078644
0.16804683208465576,0.6524285674095154,4.707159519195557,2.75780913233757,2.75780913233757
0.16804683208465576,0.6335991621017456,4.707159519195557,2.767223834991455,2.767223834991455
0.16804683208465576,0.6335991621017456,5.251408576965332,2.767223834991455,2.767223834991455
0.16804683208465576,0.6335991621017456,5.251408576965332,2.767223834991455,2.767223834991455
0.16804683208465576,0.6277506947517395,5.251408576965332,2.770148068666458,2.770148068666458
0.16292817890644073,0.6277506947517395,5.251408576965332,2.7675887420773506,2.7675887420773506
0.16292817890644073,0.6277506947517395,5.251408576965332,2.7675887420773506,2.7675887420773506
0.16292817890644073,0.6277506947517395,5.342730522155762,2.7675887420773506,2.7675887420773506
0.16547498106956482,0.6277506947517395,5.342730522155762,2.7688621431589127,2.7688621431589127
0.16547498106956482,0.6103637218475342,5.342730522155762,2.7775556296110153,2.7775556296110153
0.16862228512763977,0.6103637218475342,5.342730522155762,2.779129281640053,2.779129281640053
0.16862228512763977,0.6103637218475342,5.342730522155762,2.779129281640053,2.779129281640053
0.16862228512763977,0.6103637218475342,5.331926345825195,2.779129281640053,2.779129281640053
0.1655169129371643,0.6103637218475342,5.331926345825195,2.777576595544815,2.777576595544815
0.1655169129371643,0.60447096824646,5.331926345825195,2.780522972345352,2.780522972345352
0.1655169129371643,0.60447096824646,5.2482171058654785,2.780522972345352,2.780522972345352
0.1655169129371643,0.60447096824646,5.2482171058654785,2.780522972345352,2.780522972345352
0.1655169129371643,0.5985658764839172,5.2482171058654785,2.7834755182266235,2.7834755182266235
0.16478858888149261,0.5985658764839172,5.2482171058654785,2.7831113561987877,2.7831113561987877
0.16478858888149261,0.5985658764839172,5.2482171058654785,2.7831113561987877,2.7831113561987877
0.16478858888149261,0.5985658764839172,5.197897911071777,2.7831113561987877,2.7831113561987877
0.171087846159935,0.5985658764839172,5.197897911071777,2.786260984838009,2.786260984838009
0.171087846159935,0.5900879502296448,5.197897911071777,2.790499947965145,2.790499947965145
0.17640343308448792,0.5900879502296448,5.197897911071777,2.7931577414274216,2.7931577414274216
0.17640343308448792,0.5900879502296448,5.197897911071777,2.7931577414274216,2.7931577414274216
0.17640343308448792,0.5900879502296448,3.1732165813446045,2.7931577414274216,2.7931577414274216
0.16349494457244873,0.5900879502296448,3.1732165813446045,2.786703497171402,2.786703497171402
0.16349494457244873,0.5754474401473999,3.1732165813446045,2.7940237522125244,2.7940237522125244
0.16349494457244873,0.5754474401473999,2.6036171913146973,2.7940237522125244,2.7940237522125244
0.16349494457244873,0.5754474401473999,2.6036171913146973,2.7940237522125244,2.7940237522125244
0.16349494457244873,0.5614713430404663,2.6036171913146973,2.801011800765991,2.801011800765991
0.1671450138092041,0.5614713430404663,2.6036171913146973,2.802836835384369,2.802836835384369
0.1671450138092041,0.5614713430404663,2.6036171913146973,2.802836835384369,2.802836835384369
0.1671450138092041,0.5614713430404663,2.9437458515167236,2.802836835384369,2.802836835384369
0.16404521465301514,0.5614713430404663,2.9437458515167236,2.8012869358062744,2.8012869358062744
0.16404521465301514,0.5513136982917786,2.9437458515167236,2.8063657581806183,2.8063657581806183
0.16825918853282928,0.5513136982917786,2.6921470165252686,2.8084727451205254,2.8084727451205254
0.16825918853282928,0.5513136982917786,2.6921470165252686,2.8084727451205254,2.8084727451205254
0.16825918853282928,0.5513136982917786,2.5452969074249268,2.8084727451205254,2.8084727451205254
0.1619505137205124,0.5513136982917786,2.5452969074249268,2.805318407714367,2.805318407714367
0.1619505137205124,0.5403611063957214,2.5452969074249268,2.8107947036623955,2.8107947036623955
0.1619505137205124,0.5403611063957214,2.904144763946533,2.8107947036623955,2.8107947036623955
0.1619505137205124,0.5403611063957214,2.904144763946533,2.8107947036623955,2.8107947036623955
0.1619505137205124,0.538354754447937,2.904144763946533,2.8117978796362877,2.8117978796362877
0.1584460288286209,0.538354754447937,2.904144763946533,2.810045637190342,2.810045637190342
0.1584460288286209,0.538354754447937,2.904144763946533,2.810045637190342,2.810045637190342
0.1584460288286209,0.538354754447937,4.892672061920166,2.810045637190342,2.810045637190342
0.17011182010173798,0.538354754447937,4.892672061920166,2.8158785328269005,2.8158785328269005
0.17011182010173798,0.5137457251548767,4.892672061920166,2.8281830474734306,2.8281830474734306
0.17011182010173798,0.5137457251548767,2.1168415546417236,2.8281830474734306,2.8281830474734306
0.17011182010173798,0.5137457251548767,2.1168415546417236,2.8281830474734306,2.8281830474734306
0.17011182010173798,0.5137457251548767,1.6967113018035889,2.8281830474734306,2.8281830474734306
1.498026728630066,0.5137457251548767,1.6967113018035889,3.4921405017375946,3.4921405017375946
1.498026728630066,0.47388291358947754,1.6967113018035889,3.512071907520294,3.512071907520294
1.498026728630066,0.47388291358947754,1.411002278327942,3.512071907520294,3.512071907520294
1.498026728630066,0.47388291358947754,1.411002278327942,3.512071907520294,3.512071907520294
1.498026728630066,0.44364890456199646,1.411002278327942,3.5271889120340347,3.5271889120340347
0.43068379163742065,0.44364890456199646,1.411002278327942,2.993517443537712,2.993517443537712
0.43068379163742065,0.44364890456199646,1.411002278327942,2.993517443537712,2.993517443537712
0.43068379163742065,0.44364890456199646,1.5694767236709595,2.993517443537712,2.993517443537712
0.4346383213996887,0.44364890456199646,1.5694767236709595,2.995494708418846,2.995494708418846
0.4346383213996887,0.4149981737136841,1.5694767236709595,3.0098200738430023,3.0098200738430023
0.4346383213996887,0.4149981737136841,1.4397752285003662,3.0098200738430023,3.0098200738430023
0.4346383213996887,0.4149981737136841,1.4397752285003662,3.0098200738430023,3.0098200738430023
0.4346383213996887,0.3926047682762146,1.3040087223052979,3.021016776561737,3.021016776561737
0.4109792709350586,0.3926047682762146,1.3040087223052979,3.009187251329422,3.009187251329422
0.4109792709350586,0.37856587767601013,1.3040087223052979,3.0162066966295242,3.0162066966295242
0.4109792709350586,0.37856587767601013,1.1608632802963257,3.0162066966295242,3.0162066966295242
0.4109792709350586,0.37856587767601013,1.1608632802963257,3.0162066966295242,3.0162066966295242
0.4109792709350586,0.3551831841468811,1.1608632802963257,3.0278980433940887,3.0278980433940887
0.1651386320590973,0.3551831841468811,1.1608632802963257,2.904977723956108,2.904977723956108
0.1651386320590973,0.3551831841468811,1.1608632802963257,2.904977723956108,2.904977723956108
0.1651386320590973,0.3551831841468811,1.383762001991272,2.904977723956108,2.904977723956108
0.1595795899629593,0.3551831841468811,1.383762001991272,2.902198202908039,2.902198202908039
0.1595795899629593,0.3372083306312561,1.383762001991272,2.9111856296658516,2.9111856296658516
0.1595795899629593,0.3372083306312561,1.8558204174041748,2.9111856296658516,2.9111856296658516
0.1595795899629593,0.3372083306312561,1.8558204174041748,2.9111856296658516,2.9111856296658516
0.1595795899629593,0.33399829268455505,1.8558204174041748,2.912790648639202,2.912790648639202
0.1300193816423416,0.33399829268455505,1.8558204174041748,2.8980105444788933,2.8980105444788933
0.1300193816423416,0.3290151059627533,1.8558204174041748,2.900502137839794,2.900502137839794
0.1300193816423416,0.3290151059627533,4.401905536651611,2.900502137839794,2.900502137839794
0.1300193816423416,0.3290151059627533,4.401905536651611,2.900502137839794,2.900502137839794
0.1300193816423416,0.31927788257598877,4.401905536651611,2.9053707495331764,2.9053707495331764
0.12423066049814224,0.31927788257598877,4.401905536651611,2.9024763889610767,2.9024763889610767
0.12423066049814224,0.31927788257598877,4.401905536651611,2.9024763889610767,2.9024763889610767
0.12423066049814224,0.31927788257598877,2.131884813308716,2.9024763889610767,2.9024763889610767
0.13432689011096954,0.31927788257598877,2.131884813308716,2.9075245037674904,2.9075245037674904
0.13432689011096954,0.2999993860721588,2.131884813308716,2.9171637520194054,2.9171637520194054
0.13432689011096954,0.2999993860721588,2.3778774738311768,2.9171637520194054,2.9171637520194054
0.13432689011096954,0.2999993860721588,2.3778774738311768,2.9171637520194054,2.9171637520194054
0.13432689011096954,0.2983317971229553,2.3778774738311768,2.917997546494007,2.917997546494007
0.14008347690105438,0.2983317971229553,2.3778774738311768,2.9208758398890495,2.9208758398890495
0.14008347690105438,0.30337077379226685,2.3778774738311768,2.9183563515543938,2.9183563515543938
0.14008347690105438,0.30337077379226685,4.245804309844971,2.9183563515543938,2.9183563515543938
0.14008347690105438,0.30337077379226685,4.245804309844971,2.9183563515543938,2.9183563515543938
0.14008347690105438,0.30549031496047974,4.245804309844971,2.9172965809702873,2.9172965809702873
0.39525046944618225,0.30549031496047974,4.245804309844971,3.0448800772428513,3.0448800772428513
0.39525046944618225,0.30549031496047974,4.245804309844971,3.0448800772428513,3.0448800772428513
0.39525046944618225,0.30549031496047974,4.150484561920166,3.0448800772428513,3.0448800772428513
0.40419256687164307,0.30549031496047974,4.150484561920166,3.0493511259555817,3.0493511259555817
0.40419256687164307,0.30458489060401917,4.150484561920166,3.049803838133812,3.049803838133812
0.40419256687164307,0.30458489060401917,4.080379486083984,3.049803838133812,3.049803838133812
0.40419256687164307,0.30458489060401917,4.080379486083984,3.049803838133812,3.049803838133812
0.40419256687164307,0.31137925386428833,4.080379486083984,3.0464066565036774,3.0464066565036774
0.41153186559677124,0.31137925386428833,4.080379486083984,3.0500763058662415,3.0500763058662415
0.41153186559677124,0.31137925386428833,4.080379486083984,3.0500763058662415,3.0500763058662415
0.41153186559677124,0.31137925386428833,3.7822539806365967,3.0500763058662415,3.0500763058662415
0.41153186559677124,0.31137925386428833,3.7822539806365967,3.0500763058662415,3.0500763058662415
0.41153186559677124,0.32307562232017517,3.7822539806365967,3.044228121638298,3.044228121638298
0.4203318655490875,0.32307562232017517,3.7822539806365967,3.048628121614456,3.048628121614456
0.4203318655490875,0.32307562232017517,3.7822539806365967,3.048628121614456,3.048628121614456
0.4203318655490875,0.32307562232017517,3.3022027015686035,3.048628121614456,3.048628121614456
0.41710492968559265,0.32307562232017517,3.3022027015686035,3.0470146536827087,3.0470146536827087
0.41710492968559265,0.3315449655056,3.3022027015686035,3.0427799820899963,3.0427799820899963
0.41710492968559265,0.3315449655056,3.1170601844787598,3.0427799820899963,3.0427799820899963
0.41710492968559265,0.3315449655056,3.1170601844787598,3.0427799820899963,3.0427799820899963
0.41710492968559265,0.34827497601509094,3.1170601844787598,3.034414976835251,3.034414976835251
0.4341328740119934,0.34827497601509094,3.1170601844787598,3.0429289489984512,3.0429289489984512
0.4341328740119934,0.34827497601509094,3.1170601844787598,3.0429289489984512,3.0429289489984512
0.4341328740119934,0.34827497601509094,3.009999990463257,3.0429289489984512,3.0429289489984512
0.4341328740119934,0.34827497601509094,3.009999990463257,3.0429289489984512,3.0429289489984512
0.4341328740119934,0.3613450229167938,3.009999990463257,3.0363939255476,3.0363939255476
0.4483861029148102,0.3613450229167938,3.009999990463257,3.043520539999008,3.043520539999008
0.4483861029148102,0.3613450229167938,3.009999990463257,3.043520539999008,3.043520539999008
0.4483861029148102,0.3613450229167938,2.969308614730835,3.043520539999008,3.043520539999008
0.45162585377693176,0.3613450229167938,2.969308614730835,3.045140415430069,3.045140415430069
0.45162585377693176,0.3932684361934662,2.969308614730835,3.029178708791733,3.029178708791733
0.45162585377693176,0.3932684361934662,2.9724955558776855,3.029178708791733,3.029178708791733
0.45162585377693176,0.3932684361934662,2.9724955558776855,3.029178708791733,3.029178708791733
0.45162585377693176,0.40687546133995056,2.9724955558776855,3.0223751962184906,3.0223751962184906
0.46841850876808167,0.40687546133995056,2.9724955558776855,3.0307715237140656,3.0307715237140656
0.46841850876808167,0.40687546133995056,2.9724955558776855,3.0307715237140656,3.0307715237140656
0.46841850876808167,0.40687546133995056,2.947021961212158,3.0307715237140656,3.0307715237140656
0.48263537883758545,0.40687546133995056,2.947021961212158,3.0378799587488174,3.0378799587488174
0.48263537883758545,0.4402623772621155,2.947021961212158,3.021186500787735,3.021186500787735
0.5058668851852417,0.4402623772621155,2.947021961212158,3.032802253961563,3.032802253961563
0.5058668851852417,0.4402623772621155,2.947021961212158,3.032802253961563,3.032802253961563
0.5058668851852417,0.4402623772621155,2.909403085708618,3.032802253961563,3.032802253961563
0.568964421749115,0.4402623772621155,2.909403085708618,3.0643510222434998,3.0643510222434998
0.568964421749115,0.4589501917362213,2.909403085708618,3.055007115006447,3.055007115006447
0.568964421749115,0.4589501917362213,2.873507499694824,3.055007115006447,3.055007115006447
0.568964421749115,0.4589501917362213,2.873507499694824,3.055007115006447,3.055007115006447
0.568964421749115,0.4743352234363556,2.873507499694824,3.0473145991563797,3.0473145991563797
0.6282564997673035,0.4743352234363556,2.873507499694824,3.076960638165474,3.076960638165474
0.6282564997673035,0.4743352234363556,2.873507499694824,3.076960638165474,3.076960638165474
0.6282564997673035,0.4743352234363556,0.7756553292274475,3.076960638165474,3.076960638165474
1.5397906303405762,0.4743352234363556,0.7756553292274475,3.5327277034521103,3.5327277034521103
1.5397906303405762,0.500074565410614,0.7756553292274475,3.519858032464981,3.519858032464981
1.5333529710769653,0.500074565410614,0.7756553292274475,3.5166392028331757,3.5166392028331757
1.5333529710769653,0.500074565410614,0.7756553292274475,3.5166392028331757,3.5166392028331757
1.5333529710769653,0.500074565410614,0.8363516926765442,3.5166392028331757,3.5166392028331757
1.5225467681884766,0.500074565410614,0.8363516926765442,3.5112361013889313,3.5112361013889313
1.5225467681884766,0.5294116139411926,0.8363516926765442,3.496567577123642,3.496567577123642
1.5225467681884766,0.5294116139411926,0.8926687240600586,3.496567577123642,3.496567577123642
1.5225467681884766,0.5294116139411926,0.8926687240600586,3.496567577123642,3.496567577123642
1.5225467681884766,0.5614713430404663,0.8926687240600586,3.480537712574005,3.480537712574005
1.525198221206665,0.5614713430404663,0.8926687240600586,3.4818634390830994,3.4818634390830994
1.525198221206665,0.5614713430404663,0.8926687240600586,3.4818634390830994,3.4818634390830994
1.525198221206665,0.5614713430404663,2.7407290935516357,3.4818634390830994,3.4818634390830994
1.539501428604126,0.5614713430404663,2.7407290935516357,3.48901504278183,3.48901504278183
1.539501428604126,0.6014330387115479,2.7407290935516357,3.469034194946289,3.469034194946289
1.51433265209198,0.6014330387115479,2.6921470165252686,3.456449806690216,3.456449806690216
1.51433265209198,0.6014330387115479,2.6921470165252686,3.456449806690216,3.456449806690216
1.51433265209198,0.6014330387115479,2.698781967163086,3.456449806690216,3.456449806690216
1.5081641674041748,0.6014330387115479,2.698781967163086,3.4533655643463135,3.4533655643463135
1.5081641674041748,0.6343369483947754,2.698781967163086,3.4369136095046997,3.4369136095046997
1.5081641674041748,0.6343369483947754,2.6534271240234375,3.4369136095046997,3.4369136095046997
1.5081641674041748,0.6343369483947754,2.6534271240234375,3.4369136095046997,3.4369136095046997
1.5081641674041748,0.6567928194999695,2.6534271240234375,3.4256856739521027,3.4256856739521027
0.17003212869167328,0.6567928194999695,2.6534271240234375,2.756619654595852,2.756619654595852
0.17003212869167328,0.6567928194999695,2.6534271240234375,2.756619654595852,2.756619654595852
0.17003212869167328,0.6567928194999695,2.595064878463745,2.756619654595852,2.756619654595852
0.18226265907287598,0.6567928194999695,2.595064878463745,2.7627349197864532,2.7627349197864532
0.18226265907287598,0.6245536804199219,2.595064878463745,2.778854489326477,2.778854489326477
0.18226265907287598,0.6245536804199219,2.510356903076172,2.778854489326477,2.778854489326477
0.18226265907287598,0.6245536804199219,2.510356903076172,2.778854489326477,2.778854489326477
0.18226265907287598,0.6245536804199219,2.4315075874328613,2.778854489326477,2.778854489326477
0.14075419306755066,0.6245536804199219,2.4315075874328613,2.7581002563238144,2.7581002563238144
0.14075419306755066,0.6196930408477783,2.4315075874328613,2.760530576109886,2.760530576109886
0.14075419306755066,0.6196930408477783,2.327638864517212,2.760530576109886,2.760530576109886
0.14075419306755066,0.6196930408477783,2.327638864517212,2.760530576109886,2.760530576109886
0.14075419306755066,0.6549103260040283,2.327638864517212,2.742921933531761,2.742921933531761
0.17227351665496826,0.6549103260040283,2.327638864517212,2.75868159532547,2.75868159532547
0.17227351665496826,0.6549103260040283,2.327638864517212,2.75868159532547,2.75868159532547
0.17227351665496826,0.6549103260040283,2.2762608528137207,2.75868159532547,2.75868159532547
0.17620471119880676,0.6549103260040283,2.2762608528137207,2.760647192597389,2.760647192597389
0.17620471119880676,0.7085334658622742,2.2762608528137207,2.7338356226682663,2.7338356226682663
0.17620471119880676,0.7085334658622742,2.179119348526001,2.7338356226682663,2.7338356226682663
0.17620471119880676,0.7085334658622742,2.179119348526001,2.7338356226682663,2.7338356226682663
0.17620471119880676,0.7151015400886536,2.1172614097595215,2.7305515855550766,2.7305515855550766
0.13031049072742462,0.7151015400886536,2.1172614097595215,2.7076044753193855,2.7076044753193855
0.13031049072742462,0.6940374970436096,2.1172614097595215,2.7181364968419075,2.7181364968419075
0.13031049072742462,0.6940374970436096,2.026419162750244,2.7181364968419075,2.7181364968419075
0.13031049072742462,0.6940374970436096,2.026419162750244,2.7181364968419075,2.7181364968419075
0.13031049072742462,0.685996413230896,2.026419162750244,2.7221570387482643,2.7221570387482643
0.1431201547384262,0.685996413230896,2.026419162750244,2.728561870753765,2.728561870753765
0.1431201547384262,0.685996413230896,2.026419162750244,2.728561870753765,2.728561870753765
0.1431201547384262,0.685996413230896,1.9330416917800903,2.728561870753765,2.728561870753765
0.13678249716758728,0.685996413230896,1.9330416917800903,2.7253930419683456,2.7253930419683456
0.13678249716758728,0.6744166612625122,1.9330416917800903,2.7311829179525375,2.7311829179525375
